chr1	gene	7958	9925	MgS1_01g00010
chr1	gene	10514	13453	MgS1_01g00020
chr1	gene	19146	19420	MgS1_01g00030
chr1	pseudogene	19992	21021	MgL1_01g00030
chr1	gene	20032	20946	MgS1_01g00040
chr1	gene	24205	27845	MgS1_01g00050
chr1	gene	50114	64752	MgS1_01g00060
chr1	gene	65702	70476	MgS1_01g00070
chr1	gene	69615	72196	MgS1_01g00080
chr1	gene	71612	74430	MgS1_01g00090
chr1	gene	75509	83111	MgS1_01g00100
chr1	gene	83209	87520	MgS1_01g00110
chr1	gene	87575	88970	MgS1_01g00120
chr1	gene	89240	89740	MgS1_01g00130
chr1	gene	90796	94102	MgS1_01g00140
chr1	gene	92694	94883	MgS1_01g00150
chr1	gene	95298	104565	MgS1_01g00160
chr1	gene	104608	106433	MgS1_01g00170
chr1	gene	106687	110525	MgS1_01g00180
chr1	gene	117560	119337	MgS1_01g00190
chr1	gene	119051	128226	MgS1_01g00200
chr1	gene	130445	132840	MgS1_01g00210
chr1	gene	133099	134436	MgS1_01g00220
chr1	gene	134494	139460	MgS1_01g00230
chr1	gene	140966	143255	MgS1_01g00240
chr1	gene	143336	144060	MgS1_01g00250
chr1	gene	144003	157471	MgS1_01g00260
chr1	gene	157574	160718	MgS1_01g00270
chr1	gene	161529	167938	MgS1_01g00280
chr1	gene	168095	179055	MgS1_01g00290
chr1	gene	180584	183051	MgS1_01g00300
chr1	gene	183746	184153	MgS1_01g00310
chr1	gene	183835	184853	MgS1_01g00320
chr1	gene	184178	185733	MgS1_01g00330
chr1	gene	187458	188415	MgS1_01g00340
chr1	gene	189927	195995	MgS1_01g00350
chr1	gene	196405	199649	MgS1_01g00360
chr1	gene	199592	202872	MgS1_01g00370
chr1	gene	204290	204940	MgS1_01g00380
chr1	gene	205202	208160	MgS1_01g00390
chr1	gene	208845	211891	MgS1_01g00400
chr1	gene	212195	216590	MgS1_01g00410
chr1	gene	216574	221049	MgS1_01g00420
chr1	gene	219727	220017	MgS1_01g00430
chr1	gene	220813	221025	MgS1_01g00440
chr1	gene	222364	224518	MgS1_01g00450
chr1	pseudogene	226183	227520	Migut.A00084.v2.0
chr1	gene	227838	231506	MgS1_01g00460
chr1	gene	233969	237920	MgS1_01g00470
chr1	gene	238509	242064	MgS1_01g00480
chr1	gene	242249	246195	MgS1_01g00490
chr1	gene	248074	250338	MgS1_01g00500
chr1	gene	250978	252067	MgS1_01g00510
chr1	gene	252434	257653	MgS1_01g00520
chr1	gene	270864	279585	MgS1_01g00530
chr1	gene	282183	283130	MgS1_01g00540
chr1	gene	283800	285979	MgS1_01g00550
chr1	gene	289627	290253	MgS1_01g00560
chr1	gene	291790	292663	MgS1_01g00570
chr1	gene	294325	296696	MgS1_01g00580
chr1	gene	296751	301928	MgS1_01g00590
chr1	pseudogene	302258	302546	Migut.A00057.v2.0
chr1	gene	302611	306119	MgS1_01g00600
chr1	gene	309298	311497	MgS1_01g00610
chr1	gene	313532	316431	MgS1_01g00620
chr1	gene	317574	322542	MgS1_01g00630
chr1	gene	324719	327375	MgS1_01g00640
chr1	gene	327859	330106	MgS1_01g00650
chr1	gene	333579	333863	MgS1_01g00660
chr1	gene	334049	334666	MgS1_01g00670
chr1	gene	335152	351850	MgS1_01g00680
chr1	gene	335185	335364	MgS1_01g00690
