chr1	mRNA	7958	9925	MgS1_01g00010.1
chr1	mRNA	10514	13453	MgS1_01g00020.1
chr1	mRNA	19146	19420	MgS1_01g00030.1
chr1	pseudo_mRNA	19992	21021	MgL1_01g00030.1
chr1	mRNA	20032	20946	MgS1_01g00040.1
chr1	mRNA	24205	27845	MgS1_01g00050.1
chr1	mRNA	50114	64752	MgS1_01g00060.1
chr1	mRNA	65702	70476	MgS1_01g00070.1
chr1	mRNA	69615	72196	MgS1_01g00080.1
chr1	mRNA	71612	74430	MgS1_01g00090.1
chr1	mRNA	75509	83111	MgS1_01g00100.1
chr1	mRNA	83209	87520	MgS1_01g00110.1
chr1	mRNA	87575	88970	MgS1_01g00120.1
chr1	mRNA	89240	89740	MgS1_01g00130.1
chr1	mRNA	90796	94102	MgS1_01g00140.1
chr1	mRNA	92694	94883	MgS1_01g00150.1
chr1	mRNA	95298	104565	MgS1_01g00160.1
chr1	mRNA	104608	106433	MgS1_01g00170.1
chr1	mRNA	106687	110525	MgS1_01g00180.1
chr1	mRNA	117560	119337	MgS1_01g00190.1
chr1	mRNA	119051	128226	MgS1_01g00200.1
chr1	mRNA	130445	132840	MgS1_01g00210.1
chr1	mRNA	133099	134436	MgS1_01g00220.1
chr1	mRNA	134494	139460	MgS1_01g00230.1
chr1	mRNA	140966	143255	MgS1_01g00240.1
chr1	mRNA	143336	144060	MgS1_01g00250.1
chr1	mRNA	144003	157471	MgS1_01g00260.1
chr1	mRNA	157574	160718	MgS1_01g00270.1
chr1	mRNA	161529	167938	MgS1_01g00280.1
chr1	mRNA	168095	179055	MgS1_01g00290.1
chr1	mRNA	180584	183051	MgS1_01g00300.1
chr1	mRNA	183746	184153	MgS1_01g00310.1
chr1	mRNA	183835	184853	MgS1_01g00320.1
chr1	mRNA	184178	185733	MgS1_01g00330.1
chr1	mRNA	187458	188415	MgS1_01g00340.1
chr1	mRNA	189927	195995	MgS1_01g00350.1
chr1	mRNA	196405	199649	MgS1_01g00360.1
chr1	mRNA	199592	202872	MgS1_01g00370.1
chr1	mRNA	204290	204940	MgS1_01g00380.1
chr1	mRNA	205202	208160	MgS1_01g00390.1
chr1	mRNA	208845	211891	MgS1_01g00400.1
chr1	mRNA	212195	216590	MgS1_01g00410.1
chr1	mRNA	216574	221049	MgS1_01g00420.1
chr1	mRNA	219727	220017	MgS1_01g00430.1
chr1	mRNA	220813	221025	MgS1_01g00440.1
chr1	mRNA	222364	224518	MgS1_01g00450.1
chr1	pseudo_mRNA	226183	227520	Migut.A00084.1.v2.0
chr1	mRNA	227838	231506	MgS1_01g00460.1
chr1	mRNA	233969	237920	MgS1_01g00470.1
chr1	mRNA	238509	242064	MgS1_01g00480.1
chr1	mRNA	242249	246195	MgS1_01g00490.1
chr1	mRNA	248074	250338	MgS1_01g00500.1
chr1	mRNA	250978	252067	MgS1_01g00510.1
chr1	mRNA	252434	257653	MgS1_01g00520.1
chr1	mRNA	270864	279585	MgS1_01g00530.1
chr1	mRNA	282183	283130	MgS1_01g00540.1
chr1	mRNA	283800	285979	MgS1_01g00550.1
chr1	mRNA	289627	290253	MgS1_01g00560.1
chr1	mRNA	291790	292663	MgS1_01g00570.1
chr1	mRNA	294325	296696	MgS1_01g00580.1
chr1	mRNA	296751	301928	MgS1_01g00590.1
chr1	pseudo_mRNA	302258	302546	Migut.A00057.1.v2.0
chr1	mRNA	302611	306119	MgS1_01g00600.1
chr1	mRNA	309298	311497	MgS1_01g00610.1
chr1	mRNA	313532	316431	MgS1_01g00620.1
chr1	mRNA	317574	322542	MgS1_01g00630.1
chr1	mRNA	324719	327375	MgS1_01g00640.1
chr1	mRNA	327859	330106	MgS1_01g00650.1
chr1	mRNA	333579	333863	MgS1_01g00660.1
chr1	mRNA	334049	334666	MgS1_01g00670.1
chr1	mRNA	335152	351850	MgS1_01g00680.1
chr1	mRNA	335185	335364	MgS1_01g00690.1
chr1	mRNA	361142	366358	MgS1_01g00700.1
chr1	mRNA	366438	407615	MgS1_01g00710.1
chr1	pseudo_mRNA	379275	380236	Migut.A00073.1.v2.0
chr1	mRNA	385162	386896	MgS1_01g00720.1
chr1	mRNA	400058	403294	MgS1_01g00730.1
chr1	mRNA	414631	415747	MgS1_01g00740.1
chr1	mRNA	421930	422235	MgS1_01g00750.1
chr1	mRNA	430160	437593	MgS1_01g00760.1
chr1	mRNA	436984	438148	MgS1_01g00770.1
chr1	mRNA	439377	443939	MgS1_01g00780.1
chr1	mRNA	445939	448787	MgS1_01g00790.1
chr1	mRNA	449344	452554	MgS1_01g00800.1
chr1	mRNA	454818	457744	MgS1_01g00810.1
chr1	mRNA	462704	463935	MgS1_01g00820.1
chr1	mRNA	467416	468849	MgS1_01g00830.1
chr1	mRNA	473954	474695	MgS1_01g00840.1
chr1	mRNA	475969	477630	MgS1_01g00850.1
chr1	mRNA	478061	479365	MgS1_01g00860.1
chr1	mRNA	480957	481910	MgS1_01g00870.1
chr1	mRNA	482636	490904	MgS1_01g00880.1
chr1	mRNA	486877	489851	MgS1_01g00890.1
chr1	pseudo_mRNA	490215	491958	MgL1_01g00940.1
chr1	mRNA	491804	492355	MgS1_01g00900.1
chr1	pseudo_mRNA	492095	492325	MgL1_01g00950.1
chr1	mRNA	492496	496643	MgS1_01g00910.1
chr1	mRNA	492877	493350	MgS1_01g00920.1
chr1	mRNA	493351	494053	MgS1_01g00930.1
chr1	mRNA	496727	497050	MgS1_01g00940.1
chr1	mRNA	498637	499644	MgS1_01g00950.1
chr1	mRNA	500047	502182	MgS1_01g00960.1
chr1	mRNA	501894	503564	MgS1_01g00970.1
chr1	mRNA	503978	520145	MgS1_01g00980.1
chr1	mRNA	520106	522331	MgS1_01g00990.1
chr1	mRNA	524331	526238	MgS1_01g01000.1
chr1	mRNA	526904	529767	MgS1_01g01010.1
chr1	mRNA	530561	535431	MgS1_01g01020.1
chr1	mRNA	537221	538501	MgS1_01g01030.1
chr1	mRNA	540712	544792	MgS1_01g01040.1
chr1	mRNA	544974	556056	MgS1_01g01050.1
chr1	mRNA	546651	547512	MgS1_01g01060.1
chr1	mRNA	555590	558147	MgS1_01g01070.1
chr1	mRNA	566561	567405	MgS1_01g01080.1
chr1	mRNA	568640	570988	MgS1_01g01090.1
chr1	mRNA	571599	572529	MgS1_01g01100.1
chr1	mRNA	574053	574854	MgS1_01g01110.1
chr1	mRNA	575047	576697	MgS1_01g01120.1
chr1	mRNA	590843	592516	MgS1_01g01130.1
chr1	mRNA	593028	593639	MgS1_01g01140.1
chr1	mRNA	594288	600642	MgS1_01g01150.1
chr1	mRNA	603048	604219	MgS1_01g01160.1
chr1	mRNA	603646	605590	MgS1_01g01170.1
chr1	mRNA	605022	607534	MgS1_01g01180.1
chr1	mRNA	608560	609618	MgS1_01g01190.1
chr1	mRNA	627389	628043	MgS1_01g01200.1
chr1	mRNA	632576	637584	MgS1_01g01210.1
chr1	mRNA	639735	641195	MgS1_01g01220.1
chr1	mRNA	641661	643096	MgS1_01g01230.1
chr1	mRNA	645599	647566	MgS1_01g01240.1
chr1	mRNA	647418	650013	MgS1_01g01250.1
chr1	mRNA	651090	653735	MgS1_01g01260.1
chr1	mRNA	655288	656128	MgS1_01g01270.1
chr1	mRNA	657244	657522	MgS1_01g01280.1
chr1	mRNA	660561	661331	MgS1_01g01290.1
chr1	mRNA	664279	666811	MgS1_01g01300.1
chr1	mRNA	667490	672463	MgS1_01g01310.1
chr1	mRNA	673514	680691	MgS1_01g01320.1
chr1	mRNA	680857	683652	MgS1_01g01330.1
chr1	mRNA	685800	688776	MgS1_01g01340.1
chr1	mRNA	704456	705062	MgS1_01g01350.1
chr1	mRNA	705632	715391	MgS1_01g01360.1
chr1	mRNA	716262	716849	MgS1_01g01370.1
chr1	mRNA	721495	724202	MgS1_01g01380.1
chr1	mRNA	723631	728029	MgS1_01g01390.1
chr1	mRNA	732186	736724	MgS1_01g01400.1
chr1	mRNA	737711	739241	MgS1_01g01410.1
chr1	mRNA	739488	744736	MgS1_01g01420.1
chr1	mRNA	745918	749119	MgS1_01g01430.1
chr1	mRNA	749385	750131	MgS1_01g01440.1
chr1	mRNA	753579	757193	MgS1_01g01450.1
chr1	mRNA	757049	761207	MgS1_01g01460.1
chr1	mRNA	761839	764837	MgS1_01g01470.1
chr1	mRNA	765428	772865	MgS1_01g01480.1
chr1	pseudo_mRNA	765977	768800	MgL1_01g01480.1
chr1	mRNA	773625	776392	MgS1_01g01490.1
chr1	mRNA	779261	781158	MgS1_01g01500.1
chr1	mRNA	781140	784985	MgS1_01g01510.1
chr1	mRNA	786033	790098	MgS1_01g01520.1
chr1	mRNA	790611	795051	MgS1_01g01530.1
chr1	mRNA	795855	797462	MgS1_01g01540.1
chr1	mRNA	795923	796120	MgS1_01g01550.1
chr1	mRNA	796589	803611	MgS1_01g01560.1
chr1	mRNA	804983	815782	MgS1_01g01570.1
chr1	mRNA	815776	820302	MgS1_01g01580.1
chr1	mRNA	821184	824489	MgS1_01g01590.1
chr1	mRNA	824656	825384	MgS1_01g01600.1
chr1	mRNA	829505	830617	MgS1_01g01610.1
chr1	mRNA	834906	846329	MgS1_01g01620.1
chr1	mRNA	846695	850542	MgS1_01g01630.1
chr1	mRNA	854477	868463	MgS1_01g01640.1
chr1	mRNA	869174	872597	MgS1_01g01650.1
chr1	mRNA	873384	884019	MgS1_01g01660.1
chr1	mRNA	884771	887176	MgS1_01g01670.1
chr1	mRNA	887804	892077	MgS1_01g01680.1
chr1	mRNA	891625	896434	MgS1_01g01690.1
chr1	mRNA	897531	899885	MgS1_01g01700.1
chr1	mRNA	900251	901865	MgS1_01g01710.1
chr1	mRNA	902324	903529	MgS1_01g01720.1
chr1	mRNA	903792	909219	MgS1_01g01730.1
chr1	mRNA	904030	904271	MgS1_01g01740.1
chr1	mRNA	913286	915064	MgS1_01g01750.1
chr1	mRNA	915115	917301	MgS1_01g01760.1
chr1	mRNA	918074	921127	MgS1_01g01770.1
chr1	mRNA	922090	922758	MgS1_01g01780.1
chr1	pseudo_mRNA	922813	923715	MgL1_01g01810.1
chr1	pseudo_mRNA	924452	925065	Migut.A00184.1.v2.0
chr1	mRNA	926024	930128	MgS1_01g01790.1
chr1	mRNA	930467	932290	MgS1_01g01800.1
chr1	mRNA	933971	935142	MgS1_01g01810.1
chr1	mRNA	935648	938929	MgS1_01g01820.1
chr1	mRNA	939367	942323	MgS1_01g01830.1
chr1	mRNA	945387	948046	MgS1_01g01840.1
chr1	mRNA	948788	954248	MgS1_01g01850.1
chr1	mRNA	954718	957264	MgS1_01g01860.1
chr1	mRNA	959083	962609	MgS1_01g01870.1
chr1	mRNA	967521	969038	MgS1_01g01880.1
chr1	mRNA	970930	974945	MgS1_01g01890.1
chr1	mRNA	978435	983747	MgS1_01g01900.1
chr1	mRNA	986464	989703	MgS1_01g01910.1
chr1	mRNA	990920	992767	MgS1_01g01920.1
chr1	mRNA	997377	998102	MgS1_01g01930.1
chr1	mRNA	1000675	1001286	MgS1_01g01940.1
chr1	mRNA	1001356	1004930	MgS1_01g01950.1
chr1	mRNA	1003105	1008155	MgS1_01g01960.1
chr1	mRNA	1006609	1007885	MgS1_01g01970.1
chr1	mRNA	1009036	1013533	MgS1_01g01980.1
chr1	mRNA	1017121	1019747	MgS1_01g01990.1
chr1	mRNA	1019923	1022267	MgS1_01g02000.1
chr1	mRNA	1037811	1038858	MgS1_01g02010.1
chr1	mRNA	1037966	1038412	MgS1_01g02020.1
chr1	mRNA	1046701	1048502	MgS1_01g02030.1
chr1	pseudo_mRNA	1048440	1049719	MgL1_01g02020.1
chr1	mRNA	1049180	1055155	MgS1_01g02040.1
chr1	mRNA	1056493	1058870	MgS1_01g02050.1
chr1	mRNA	1056587	1057575	MgS1_01g02060.1
chr1	mRNA	1059665	1060370	MgS1_01g02070.1
chr1	mRNA	1060470	1061202	MgS1_01g02080.1
chr1	mRNA	1062096	1064489	MgS1_01g02090.1
chr1	mRNA	1064867	1068031	MgS1_01g02100.1
chr1	mRNA	1068015	1070698	MgS1_01g02110.1
chr1	mRNA	1070259	1075280	MgS1_01g02120.1
chr1	mRNA	1076043	1077831	MgS1_01g02130.1
chr1	mRNA	1079370	1083706	MgS1_01g02140.1
chr1	mRNA	1079535	1081417	MgS1_01g02150.1
chr1	pseudo_mRNA	1081558	1086701	MgL1_01g02100.1
chr1	mRNA	1084674	1084844	MgS1_01g02160.1
chr1	mRNA	1085763	1089008	MgS1_01g02170.1
chr1	mRNA	1089713	1092637	MgS1_01g02180.1
chr1	mRNA	1093574	1099386	MgS1_01g02190.1
chr1	mRNA	1101603	1104992	MgS1_01g02200.1
chr1	mRNA	1106137	1109290	MgS1_01g02210.1
chr1	mRNA	1109476	1111717	MgS1_01g02220.1
chr1	mRNA	1112694	1118537	MgS1_01g02230.1
chr1	mRNA	1119399	1121412	MgS1_01g02240.1
chr1	mRNA	1120422	1129189	MgS1_01g02250.1
chr1	mRNA	1129701	1131793	MgS1_01g02260.1
chr1	mRNA	1131555	1138492	MgS1_01g02270.1
chr1	pseudo_mRNA	1139482	1140427	Migut.A00233.1.v2.0
chr1	mRNA	1140862	1144401	MgS1_01g02280.1
chr1	mRNA	1144952	1152746	MgS1_01g02290.1
chr1	mRNA	1154688	1169361	MgS1_01g02300.1
chr1	mRNA	1167755	1169509	MgS1_01g02310.1
chr1	mRNA	1177518	1181055	MgS1_01g02320.1
chr1	pseudo_mRNA	1187945	1188642	MgL1_01g02290.1
chr1	mRNA	1188450	1188638	MgS1_01g02330.1
chr1	mRNA	1192428	1194230	MgS1_01g02340.1
chr1	mRNA	1194290	1196524	MgS1_01g02350.1
chr1	mRNA	1195485	1199100	MgS1_01g02360.1
