chr1	gene	13573	19122	MgL1_01g00010
chr1	gene	14339	15043	MgL1_01g00020
chr1	gene	25503	25777	MgL1_01g00030
chr1	gene	26370	27418	MgL1_01g00040
chr1	gene	26410	27424	MgL1_01g00050
chr1	gene	27738	30894	MgL1_01g00060
chr1	gene	53859	57480	MgL1_01g00070
chr1	gene	61908	68540	MgL1_01g00080
chr1	gene	69416	74155	MgL1_01g00090
chr1	gene	73999	75163	MgL1_01g00100
chr1	gene	75279	78110	MgL1_01g00110
chr1	gene	79158	93382	MgL1_01g00120
chr1	gene	94296	96252	MgL1_01g00130
chr1	gene	96331	97473	MgL1_01g00140
chr1	gene	97752	99301	MgL1_01g00150
chr1	gene	99070	108268	MgL1_01g00160
chr1	gene	108324	111817	MgL1_01g00170
chr1	gene	110472	115814	MgL1_01g00180
chr1	pseudogene	115463	117203	MgS1_01g00170
chr1	gene	117920	125944	MgL1_01g00190
chr1	gene	126320	129001	MgL1_01g00200
chr1	gene	129276	130613	MgL1_01g00210
chr1	gene	132082	136359	MgL1_01g00220
chr1	gene	137468	140396	MgL1_01g00230
chr1	gene	138033	141268	MgL1_01g00240
chr1	gene	141396	152562	MgL1_01g00250
chr1	gene	152846	155876	MgL1_01g00260
chr1	gene	157796	162933	MgL1_01g00270
chr1	gene	163090	174160	MgL1_01g00280
chr1	gene	175294	177875	MgL1_01g00290
chr1	gene	178780	179187	MgL1_01g00300
chr1	pseudogene	178869	179167	MgS1_01g00290
chr1	gene	179982	185956	MgL1_01g00310
chr1	gene	186420	189670	MgL1_01g00320
chr1	gene	189565	192963	MgL1_01g00330
chr1	gene	194078	194960	MgL1_01g00340
chr1	gene	195714	198295	MgL1_01g00350
chr1	gene	198903	202020	MgL1_01g00360
chr1	gene	202335	206746	MgL1_01g00370
chr1	gene	207254	209068	MgL1_01g00380
chr1	gene	209508	211116	MgL1_01g00390
chr1	pseudogene	209847	210140	MgS1_01g00400
chr1	pseudogene	210951	211175	MgS1_01g00410
chr1	gene	212470	214541	MgL1_01g00400
chr1	gene	221092	226262	MgL1_01g00410
chr1	gene	233355	235961	MgL1_01g00420
chr1	gene	236271	239944	MgL1_01g00430
chr1	gene	240086	244031	MgL1_01g00440
chr1	gene	246280	248630	MgL1_01g00450
chr1	gene	249380	250018	MgL1_01g00460
chr1	gene	250742	255714	MgL1_01g00470
chr1	gene	256599	257546	MgL1_01g00480
chr1	gene	258533	260429	MgL1_01g00490
chr1	gene	262994	263620	MgL1_01g00500
chr1	gene	265163	266024	MgL1_01g00510
chr1	gene	268107	269873	MgL1_01g00520
chr1	gene	270085	271220	MgL1_01g00530
chr1	gene	271902	273185	MgL1_01g00540
chr1	gene	273187	275208	MgL1_01g00550
chr1	pseudogene	275540	275828	Migut.A00057.v2.0
chr1	gene	275853	276632	MgL1_01g00560
chr1	gene	276893	279397	MgL1_01g00570
chr1	gene	281621	283220	MgL1_01g00580
chr1	gene	283567	284456	MgL1_01g00590
chr1	gene	284692	286638	MgL1_01g00600
chr1	gene	287913	288032	MgL1_01g00610
chr1	gene	288171	289277	MgL1_01g00620
chr1	gene	289885	294799	MgL1_01g00630
chr1	gene	296962	299625	MgL1_01g00640
chr1	gene	300114	302312	MgL1_01g00650
chr1	gene	305888	309024	MgL1_01g00660
chr1	gene	306224	324146	MgL1_01g00670
chr1	gene	331315	336163	MgL1_01g00680
chr1	gene	336510	340822	MgL1_01g00690
chr1	gene	345629	354733	MgL1_01g00700
chr1	pseudogene	348558	349515	Migut.A00073.v2.0
chr1	gene	354536	356218	MgL1_01g00710
chr1	gene	356275	360796	MgL1_01g00720
chr1	pseudogene	366250	367367	Migut.A00076.v2.0
chr1	gene	367231	368774	MgL1_01g00730
chr1	gene	369555	372847	MgL1_01g00740
chr1	gene	371909	377286	MgL1_01g00750
chr1	gene	382180	386266	MgL1_01g00760
chr1	gene	391622	391927	MgL1_01g00770
chr1	gene	393727	399511	MgL1_01g00780
chr1	gene	399550	400002	MgL1_01g00790
chr1	gene	400468	402080	MgL1_01g00800
chr1	gene	402609	405194	MgL1_01g00810
chr1	gene	406599	410942	MgL1_01g00820
chr1	gene	412975	413232	MgL1_01g00830
chr1	gene	413423	415587	MgL1_01g00840
chr1	pseudogene	416899	417024	MgS1_04g13320
chr1	gene	417865	421275	MgL1_01g00850
chr1	gene	423353	426761	MgL1_01g00860
chr1	gene	428587	429998	MgL1_01g00870
